品种,趋势强度,日期,文件名
白糖,1,2025-08-13,11_国泰君安期货_[合集]_R3_晨报_20250813.pdf
棉花,0,2025-08-13,11_国泰君安期货_[合集]_R3_晨报_20250813.pdf
花生,0,2025-08-13,11_国泰君安期货_[合集]_R3_晨报_20250813.pdf
黄金,1,2025-08-14,11_国泰君安期货_[合集]_R3_晨报_20250814.pdf
白银,1,2025-08-14,11_国泰君安期货_[合集]_R3_晨报_20250814.pdf
铜,0,2025-08-14,11_国泰君安期货_[合集]_R3_晨报_20250814.pdf
锌,-1,2025-08-14,11_国泰君安期货_[合集]_R3_晨报_20250814.pdf
铅,0,2025-08-14,11_国泰君安期货_[合集]_R3_晨报_20250814.pdf
锡,-1,2025-08-14,11_国泰君安期货_[合集]_R3_晨报_20250814.pdf
铝,0,2025-08-14,11_国泰君安期货_[合集]_R3_晨报_20250814.pdf
氧化铝,0,2025-08-14,11_国泰君安期货_[合集]_R3_晨报_20250814.pdf
铝合金,0,2025-08-14,11_国泰君安期货_[合集]_R3_晨报_20250814.pdf
镍,0,2025-08-14,11_国泰君安期货_[合集]_R3_晨报_20250814.pdf
不锈钢,0,2025-08-14,11_国泰君安期货_[合集]_R3_晨报_20250814.pdf
碳酸锂,0,2025-08-14,11_国泰君安期货_[合集]_R3_晨报_20250814.pdf
工业硅,-1,2025-08-14,11_国泰君安期货_[合集]_R3_晨报_20250814.pdf
多晶硅,-1,2025-08-14,11_国泰君安期货_[合集]_R3_晨报_20250814.pdf
铁矿石,0,2025-08-14,11_国泰君安期货_[合集]_R3_晨报_20250814.pdf
螺纹钢,0,2025-08-14,11_国泰君安期货_[合集]_R3_晨报_20250814.pdf
热轧卷板,0,2025-08-14,11_国泰君安期货_[合集]_R3_晨报_20250814.pdf
硅铁,0,2025-08-14,11_国泰君安期货_[合集]_R3_晨报_20250814.pdf
锰硅,0,2025-08-14,11_国泰君安期货_[合集]_R3_晨报_20250814.pdf
焦炭,0,2025-08-14,11_国泰君安期货_[合集]_R3_晨报_20250814.pdf
焦煤,0,2025-08-14,11_国泰君安期货_[合集]_R3_晨报_20250814.pdf
原木,0,2025-08-14,11_国泰君安期货_[合集]_R3_晨报_20250814.pdf
对二甲苯,-1,2025-08-14,11_国泰君安期货_[合集]_R3_晨报_20250814.pdf
PTA,-1,2025-08-14,11_国泰君安期货_[合集]_R3_晨报_20250814.pdf
MEG,-1,2025-08-14,11_国泰君安期货_[合集]_R3_晨报_20250814.pdf
橡胶,0,2025-08-14,11_国泰君安期货_[合集]_R3_晨报_20250814.pdf
合成橡胶,0,2025-08-14,11_国泰君安期货_[合集]_R3_晨报_20250814.pdf
沥青,-1,2025-08-14,11_国泰君安期货_[合集]_R3_晨报_20250814.pdf
LLDPE,-1,2025-08-14,11_国泰君安期货_[合集]_R3_晨报_20250814.pdf
PP,0,2025-08-14,11_国泰君安期货_[合集]_R3_晨报_20250814.pdf
烧碱,1,2025-08-14,11_国泰君安期货_[合集]_R3_晨报_20250814.pdf
纸浆,0,2025-08-14,11_国泰君安期货_[合集]_R3_晨报_20250814.pdf
甲醇,0,2025-08-14,11_国泰君安期货_[合集]_R3_晨报_20250814.pdf
尿素,0,2025-08-14,11_国泰君安期货_[合集]_R3_晨报_20250814.pdf
苯乙烯,0,2025-08-14,11_国泰君安期货_[合集]_R3_晨报_20250814.pdf
纯碱,-1,2025-08-14,11_国泰君安期货_[合集]_R3_晨报_20250814.pdf
LPG,0,2025-08-14,11_国泰君安期货_[合集]_R3_晨报_20250814.pdf
丙烯,0,2025-08-14,11_国泰君安期货_[合集]_R3_晨报_20250814.pdf
PVC,-1,2025-08-14,11_国泰君安期货_[合集]_R3_晨报_20250814.pdf
燃料油,0,2025-08-14,11_国泰君安期货_[合集]_R3_晨报_20250814.pdf
低硫燃料油,0,2025-08-14,11_国泰君安期货_[合集]_R3_晨报_20250814.pdf
集运指数（欧线）,-1,2025-08-14,11_国泰君安期货_[合集]_R3_晨报_20250814.pdf
短纤,0,2025-08-14,11_国泰君安期货_[合集]_R3_晨报_20250814.pdf
瓶片,0,2025-08-14,11_国泰君安期货_[合集]_R3_晨报_20250814.pdf
双胶纸,0,2025-08-14,11_国泰君安期货_[合集]_R3_晨报_20250814.pdf
纯苯,0,2025-08-14,11_国泰君安期货_[合集]_R3_晨报_20250814.pdf
棕榈油,0,2025-08-14,11_国泰君安期货_[合集]_R3_晨报_20250814.pdf
豆油,0,2025-08-14,11_国泰君安期货_[合集]_R3_晨报_20250814.pdf
豆粕,1,2025-08-14,11_国泰君安期货_[合集]_R3_晨报_20250814.pdf
豆一,0,2025-08-14,11_国泰君安期货_[合集]_R3_晨报_20250814.pdf
玉米,0,2025-08-14,11_国泰君安期货_[合集]_R3_晨报_20250814.pdf
白糖,1,2025-08-14,11_国泰君安期货_[合集]_R3_晨报_20250814.pdf
棉花,0,2025-08-14,11_国泰君安期货_[合集]_R3_晨报_20250814.pdf
花生,0,2025-08-14,11_国泰君安期货_[合集]_R3_晨报_20250814.pdf
黄金,-1,2025-08-15,11_国泰君安期货_[合集]_R3_晨报_20250815.pdf
白银,-1,2025-08-15,11_国泰君安期货_[合集]_R3_晨报_20250815.pdf
铜,0,2025-08-15,11_国泰君安期货_[合集]_R3_晨报_20250815.pdf
锌,0,2025-08-15,11_国泰君安期货_[合集]_R3_晨报_20250815.pdf
铅,0,2025-08-15,11_国泰君安期货_[合集]_R3_晨报_20250815.pdf
锡,-1,2025-08-15,11_国泰君安期货_[合集]_R3_晨报_20250815.pdf
铝,0,2025-08-15,11_国泰君安期货_[合集]_R3_晨报_20250815.pdf
氧化铝,0,2025-08-15,11_国泰君安期货_[合集]_R3_晨报_20250815.pdf
铝合金,0,2025-08-15,11_国泰君安期货_[合集]_R3_晨报_20250815.pdf
镍,0,2025-08-15,11_国泰君安期货_[合集]_R3_晨报_20250815.pdf
不锈钢,0,2025-08-15,11_国泰君安期货_[合集]_R3_晨报_20250815.pdf
碳酸锂,0,2025-08-15,11_国泰君安期货_[合集]_R3_晨报_20250815.pdf
工业硅,0,2025-08-15,11_国泰君安期货_[合集]_R3_晨报_20250815.pdf
多晶硅,1,2025-08-15,11_国泰君安期货_[合集]_R3_晨报_20250815.pdf
铁矿石,0,2025-08-15,11_国泰君安期货_[合集]_R3_晨报_20250815.pdf
螺纹钢,-1,2025-08-15,11_国泰君安期货_[合集]_R3_晨报_20250815.pdf
热轧卷板,-1,2025-08-15,11_国泰君安期货_[合集]_R3_晨报_20250815.pdf
硅铁,0,2025-08-15,11_国泰君安期货_[合集]_R3_晨报_20250815.pdf
锰硅,0,2025-08-15,11_国泰君安期货_[合集]_R3_晨报_20250815.pdf
焦炭,0,2025-08-15,11_国泰君安期货_[合集]_R3_晨报_20250815.pdf
焦煤,0,2025-08-15,11_国泰君安期货_[合集]_R3_晨报_20250815.pdf
原木,0,2025-08-15,11_国泰君安期货_[合集]_R3_晨报_20250815.pdf
对二甲苯,0,2025-08-15,11_国泰君安期货_[合集]_R3_晨报_20250815.pdf
PTA,0,2025-08-15,11_国泰君安期货_[合集]_R3_晨报_20250815.pdf
MEG,0,2025-08-15,11_国泰君安期货_[合集]_R3_晨报_20250815.pdf
橡胶,0,2025-08-15,11_国泰君安期货_[合集]_R3_晨报_20250815.pdf
合成橡胶,0,2025-08-15,11_国泰君安期货_[合集]_R3_晨报_20250815.pdf
沥青,1,2025-08-15,11_国泰君安期货_[合集]_R3_晨报_20250815.pdf
LLDPE,-1,2025-08-15,11_国泰君安期货_[合集]_R3_晨报_20250815.pdf
PP,0,2025-08-15,11_国泰君安期货_[合集]_R3_晨报_20250815.pdf
烧碱,1,2025-08-15,11_国泰君安期货_[合集]_R3_晨报_20250815.pdf
纸浆,0,2025-08-15,11_国泰君安期货_[合集]_R3_晨报_20250815.pdf
甲醇,-1,2025-08-15,11_国泰君安期货_[合集]_R3_晨报_20250815.pdf
尿素,0,2025-08-15,11_国泰君安期货_[合集]_R3_晨报_20250815.pdf
苯乙烯,0,2025-08-15,11_国泰君安期货_[合集]_R3_晨报_20250815.pdf
纯碱,-1,2025-08-15,11_国泰君安期货_[合集]_R3_晨报_20250815.pdf
LPG,0,2025-08-15,11_国泰君安期货_[合集]_R3_晨报_20250815.pdf
丙烯,0,2025-08-15,11_国泰君安期货_[合集]_R3_晨报_20250815.pdf
PVC,-1,2025-08-15,11_国泰君安期货_[合集]_R3_晨报_20250815.pdf
燃料油,0,2025-08-15,11_国泰君安期货_[合集]_R3_晨报_20250815.pdf
低硫燃料油,0,2025-08-15,11_国泰君安期货_[合集]_R3_晨报_20250815.pdf
集运指数（欧线）,-1,2025-08-15,11_国泰君安期货_[合集]_R3_晨报_20250815.pdf
短纤,0,2025-08-15,11_国泰君安期货_[合集]_R3_晨报_20250815.pdf
瓶片,0,2025-08-15,11_国泰君安期货_[合集]_R3_晨报_20250815.pdf
双胶纸,0,2025-08-15,11_国泰君安期货_[合集]_R3_晨报_20250815.pdf
纯苯,0,2025-08-15,11_国泰君安期货_[合集]_R3_晨报_20250815.pdf
棕榈油,0,2025-08-15,11_国泰君安期货_[合集]_R3_晨报_20250815.pdf
豆油,0,2025-08-15,11_国泰君安期货_[合集]_R3_晨报_20250815.pdf
豆粕,0,2025-08-15,11_国泰君安期货_[合集]_R3_晨报_20250815.pdf
豆一,0,2025-08-15,11_国泰君安期货_[合集]_R3_晨报_20250815.pdf
玉米,0,2025-08-15,11_国泰君安期货_[合集]_R3_晨报_20250815.pdf
白糖,0,2025-08-15,11_国泰君安期货_[合集]_R3_晨报_20250815.pdf
花生,0,2025-08-15,11_国泰君安期货_[合集]_R3_晨报_20250815.pdf
黄金,-1,2025-08-18,11_国泰君安期货_[合集]_R3_晨报_20250818.pdf
白银,-1,2025-08-18,11_国泰君安期货_[合集]_R3_晨报_20250818.pdf
铜,0,2025-08-18,11_国泰君安期货_[合集]_R3_晨报_20250818.pdf
锌,-1,2025-08-18,11_国泰君安期货_[合集]_R3_晨报_20250818.pdf
铅,0,2025-08-18,11_国泰君安期货_[合集]_R3_晨报_20250818.pdf
锡,-1,2025-08-18,11_国泰君安期货_[合集]_R3_晨报_20250818.pdf
铝,0,2025-08-18,11_国泰君安期货_[合集]_R3_晨报_20250818.pdf
氧化铝,0,2025-08-18,11_国泰君安期货_[合集]_R3_晨报_20250818.pdf
铝合金,0,2025-08-18,11_国泰君安期货_[合集]_R3_晨报_20250818.pdf
镍,0,2025-08-18,11_国泰君安期货_[合集]_R3_晨报_20250818.pdf
不锈钢,0,2025-08-18,11_国泰君安期货_[合集]_R3_晨报_20250818.pdf
碳酸锂,1,2025-08-18,11_国泰君安期货_[合集]_R3_晨报_20250818.pdf
工业硅,1,2025-08-18,11_国泰君安期货_[合集]_R3_晨报_20250818.pdf
多晶硅,1,2025-08-18,11_国泰君安期货_[合集]_R3_晨报_20250818.pdf
铁矿石,1,2025-08-18,11_国泰君安期货_[合集]_R3_晨报_20250818.pdf
螺纹钢,0,2025-08-18,11_国泰君安期货_[合集]_R3_晨报_20250818.pdf
热轧卷板,0,2025-08-18,11_国泰君安期货_[合集]_R3_晨报_20250818.pdf
硅铁,0,2025-08-18,11_国泰君安期货_[合集]_R3_晨报_20250818.pdf
锰硅,0,2025-08-18,11_国泰君安期货_[合集]_R3_晨报_20250818.pdf
焦炭,0,2025-08-18,11_国泰君安期货_[合集]_R3_晨报_20250818.pdf
焦煤,0,2025-08-18,11_国泰君安期货_[合集]_R3_晨报_20250818.pdf
原木,0,2025-08-18,11_国泰君安期货_[合集]_R3_晨报_20250818.pdf
对二甲苯,0,2025-08-18,11_国泰君安期货_[合集]_R3_晨报_20250818.pdf
PTA,0,2025-08-18,11_国泰君安期货_[合集]_R3_晨报_20250818.pdf
MEG,0,2025-08-18,11_国泰君安期货_[合集]_R3_晨报_20250818.pdf
橡胶,0,2025-08-18,11_国泰君安期货_[合集]_R3_晨报_20250818.pdf
合成橡胶,0,2025-08-18,11_国泰君安期货_[合集]_R3_晨报_20250818.pdf
沥青,0,2025-08-18,11_国泰君安期货_[合集]_R3_晨报_20250818.pdf
LLDPE,0,2025-08-18,11_国泰君安期货_[合集]_R3_晨报_20250818.pdf
PP,0,2025-08-18,11_国泰君安期货_[合集]_R3_晨报_20250818.pdf
烧碱,1,2025-08-18,11_国泰君安期货_[合集]_R3_晨报_20250818.pdf
纸浆,0,2025-08-18,11_国泰君安期货_[合集]_R3_晨报_20250818.pdf
甲醇,-1,2025-08-18,11_国泰君安期货_[合集]_R3_晨报_20250818.pdf
尿素,0,2025-08-18,11_国泰君安期货_[合集]_R3_晨报_20250818.pdf
苯乙烯,0,2025-08-18,11_国泰君安期货_[合集]_R3_晨报_20250818.pdf
纯碱,-1,2025-08-18,11_国泰君安期货_[合集]_R3_晨报_20250818.pdf
LPG,0,2025-08-18,11_国泰君安期货_[合集]_R3_晨报_20250818.pdf
丙烯,0,2025-08-18,11_国泰君安期货_[合集]_R3_晨报_20250818.pdf
PVC,-1,2025-08-18,11_国泰君安期货_[合集]_R3_晨报_20250818.pdf
燃料油,0,2025-08-18,11_国泰君安期货_[合集]_R3_晨报_20250818.pdf
低硫燃料油,0,2025-08-18,11_国泰君安期货_[合集]_R3_晨报_20250818.pdf
集运指数（欧线）,-1,2025-08-18,11_国泰君安期货_[合集]_R3_晨报_20250818.pdf
短纤,0,2025-08-18,11_国泰君安期货_[合集]_R3_晨报_20250818.pdf
瓶片,0,2025-08-18,11_国泰君安期货_[合集]_R3_晨报_20250818.pdf
纯苯,0,2025-08-18,11_国泰君安期货_[合集]_R3_晨报_20250818.pdf
棕榈油,1,2025-08-18,11_国泰君安期货_[合集]_R3_晨报_20250818.pdf
豆油,0,2025-08-18,11_国泰君安期货_[合集]_R3_晨报_20250818.pdf
豆粕,1,2025-08-18,11_国泰君安期货_[合集]_R3_晨报_20250818.pdf
豆一,1,2025-08-18,11_国泰君安期货_[合集]_R3_晨报_20250818.pdf
玉米,0,2025-08-18,11_国泰君安期货_[合集]_R3_晨报_20250818.pdf
白糖,0,2025-08-18,11_国泰君安期货_[合集]_R3_晨报_20250818.pdf
棉花,0,2025-08-18,11_国泰君安期货_[合集]_R3_晨报_20250818.pdf
花生,0,2025-08-18,11_国泰君安期货_[合集]_R3_晨报_20250818.pdf
黄金,-1,2025-08-19,11_国泰君安期货_[合集]_R3_晨报_20250819.pdf
白银,-1,2025-08-19,11_国泰君安期货_[合集]_R3_晨报_20250819.pdf
铜,0,2025-08-19,11_国泰君安期货_[合集]_R3_晨报_20250819.pdf
锌,-1,2025-08-19,11_国泰君安期货_[合集]_R3_晨报_20250819.pdf
铅,0,2025-08-19,11_国泰君安期货_[合集]_R3_晨报_20250819.pdf
锡,-1,2025-08-19,11_国泰君安期货_[合集]_R3_晨报_20250819.pdf
铝,0,2025-08-19,11_国泰君安期货_[合集]_R3_晨报_20250819.pdf
氧化铝,-1,2025-08-19,11_国泰君安期货_[合集]_R3_晨报_20250819.pdf
铝合金,0,2025-08-19,11_国泰君安期货_[合集]_R3_晨报_20250819.pdf
镍,0,2025-08-19,11_国泰君安期货_[合集]_R3_晨报_20250819.pdf
不锈钢,0,2025-08-19,11_国泰君安期货_[合集]_R3_晨报_20250819.pdf
碳酸锂,1,2025-08-19,11_国泰君安期货_[合集]_R3_晨报_20250819.pdf
工业硅,0,2025-08-19,11_国泰君安期货_[合集]_R3_晨报_20250819.pdf
多晶硅,1,2025-08-19,11_国泰君安期货_[合集]_R3_晨报_20250819.pdf
铁矿石,1,2025-08-19,11_国泰君安期货_[合集]_R3_晨报_20250819.pdf
螺纹钢,0,2025-08-19,11_国泰君安期货_[合集]_R3_晨报_20250819.pdf
热轧卷板,0,2025-08-19,11_国泰君安期货_[合集]_R3_晨报_20250819.pdf
硅铁,0,2025-08-19,11_国泰君安期货_[合集]_R3_晨报_20250819.pdf
锰硅,0,2025-08-19,11_国泰君安期货_[合集]_R3_晨报_20250819.pdf
焦炭,0,2025-08-19,11_国泰君安期货_[合集]_R3_晨报_20250819.pdf
焦煤,0,2025-08-19,11_国泰君安期货_[合集]_R3_晨报_20250819.pdf
原木,0,2025-08-19,11_国泰君安期货_[合集]_R3_晨报_20250819.pdf
对二甲苯,0,2025-08-19,11_国泰君安期货_[合集]_R3_晨报_20250819.pdf
PTA,0,2025-08-19,11_国泰君安期货_[合集]_R3_晨报_20250819.pdf
MEG,0,2025-08-19,11_国泰君安期货_[合集]_R3_晨报_20250819.pdf
橡胶,0,2025-08-19,11_国泰君安期货_[合集]_R3_晨报_20250819.pdf
合成橡胶,0,2025-08-19,11_国泰君安期货_[合集]_R3_晨报_20250819.pdf
沥青,0,2025-08-19,11_国泰君安期货_[合集]_R3_晨报_20250819.pdf
LLDPE,0,2025-08-19,11_国泰君安期货_[合集]_R3_晨报_20250819.pdf
PP,0,2025-08-19,11_国泰君安期货_[合集]_R3_晨报_20250819.pdf
烧碱,1,2025-08-19,11_国泰君安期货_[合集]_R3_晨报_20250819.pdf
纸浆,0,2025-08-19,11_国泰君安期货_[合集]_R3_晨报_20250819.pdf
甲醇,-1,2025-08-19,11_国泰君安期货_[合集]_R3_晨报_20250819.pdf
尿素,0,2025-08-19,11_国泰君安期货_[合集]_R3_晨报_20250819.pdf
苯乙烯,0,2025-08-19,11_国泰君安期货_[合集]_R3_晨报_20250819.pdf
纯碱,-1,2025-08-19,11_国泰君安期货_[合集]_R3_晨报_20250819.pdf
LPG,0,2025-08-19,11_国泰君安期货_[合集]_R3_晨报_20250819.pdf
丙烯,0,2025-08-19,11_国泰君安期货_[合集]_R3_晨报_20250819.pdf
PVC,-1,2025-08-19,11_国泰君安期货_[合集]_R3_晨报_20250819.pdf
燃料油,0,2025-08-19,11_国泰君安期货_[合集]_R3_晨报_20250819.pdf
低硫燃料油,0,2025-08-19,11_国泰君安期货_[合集]_R3_晨报_20250819.pdf
集运指数（欧线）,-1,2025-08-19,11_国泰君安期货_[合集]_R3_晨报_20250819.pdf
短纤,0,2025-08-19,11_国泰君安期货_[合集]_R3_晨报_20250819.pdf
瓶片,0,2025-08-19,11_国泰君安期货_[合集]_R3_晨报_20250819.pdf
双胶纸,0,2025-08-19,11_国泰君安期货_[合集]_R3_晨报_20250819.pdf
纯苯,0,2025-08-19,11_国泰君安期货_[合集]_R3_晨报_20250819.pdf
棕榈油,1,2025-08-19,11_国泰君安期货_[合集]_R3_晨报_20250819.pdf
豆油,0,2025-08-19,11_国泰君安期货_[合集]_R3_晨报_20250819.pdf
豆粕,0,2025-08-19,11_国泰君安期货_[合集]_R3_晨报_20250819.pdf
豆一,0,2025-08-19,11_国泰君安期货_[合集]_R3_晨报_20250819.pdf
玉米,0,2025-08-19,11_国泰君安期货_[合集]_R3_晨报_20250819.pdf
白糖,0,2025-08-19,11_国泰君安期货_[合集]_R3_晨报_20250819.pdf
棉花,0,2025-08-19,11_国泰君安期货_[合集]_R3_晨报_20250819.pdf
花生,0,2025-08-19,11_国泰君安期货_[合集]_R3_晨报_20250819.pdf
黄金,-1,2025-08-20,11_国泰君安期货_[合集]_R3_晨报_20250820.pdf
白银,-1,2025-08-20,11_国泰君安期货_[合集]_R3_晨报_20250820.pdf
铜,0,2025-08-20,11_国泰君安期货_[合集]_R3_晨报_20250820.pdf
锌,-1,2025-08-20,11_国泰君安期货_[合集]_R3_晨报_20250820.pdf
铅,-1,2025-08-20,11_国泰君安期货_[合集]_R3_晨报_20250820.pdf
锡,-1,2025-08-20,11_国泰君安期货_[合集]_R3_晨报_20250820.pdf
铝,0,2025-08-20,11_国泰君安期货_[合集]_R3_晨报_20250820.pdf
氧化铝,-1,2025-08-20,11_国泰君安期货_[合集]_R3_晨报_20250820.pdf
铝合金,0,2025-08-20,11_国泰君安期货_[合集]_R3_晨报_20250820.pdf
镍,0,2025-08-20,11_国泰君安期货_[合集]_R3_晨报_20250820.pdf
不锈钢,0,2025-08-20,11_国泰君安期货_[合集]_R3_晨报_20250820.pdf
碳酸锂,0,2025-08-20,11_国泰君安期货_[合集]_R3_晨报_20250820.pdf
工业硅,-1,2025-08-20,11_国泰君安期货_[合集]_R3_晨报_20250820.pdf
多晶硅,1,2025-08-20,11_国泰君安期货_[合集]_R3_晨报_20250820.pdf
铁矿石,0,2025-08-20,11_国泰君安期货_[合集]_R3_晨报_20250820.pdf
螺纹钢,-1,2025-08-20,11_国泰君安期货_[合集]_R3_晨报_20250820.pdf
热轧卷板,0,2025-08-20,11_国泰君安期货_[合集]_R3_晨报_20250820.pdf
硅铁,-1,2025-08-20,11_国泰君安期货_[合集]_R3_晨报_20250820.pdf
锰硅,-1,2025-08-20,11_国泰君安期货_[合集]_R3_晨报_20250820.pdf
焦炭,0,2025-08-20,11_国泰君安期货_[合集]_R3_晨报_20250820.pdf
焦煤,0,2025-08-20,11_国泰君安期货_[合集]_R3_晨报_20250820.pdf
原木,0,2025-08-20,11_国泰君安期货_[合集]_R3_晨报_20250820.pdf
对二甲苯,0,2025-08-20,11_国泰君安期货_[合集]_R3_晨报_20250820.pdf
PTA,0,2025-08-20,11_国泰君安期货_[合集]_R3_晨报_20250820.pdf
MEG,0,2025-08-20,11_国泰君安期货_[合集]_R3_晨报_20250820.pdf
橡胶,-1,2025-08-20,11_国泰君安期货_[合集]_R3_晨报_20250820.pdf
合成橡胶,-1,2025-08-20,11_国泰君安期货_[合集]_R3_晨报_20250820.pdf
沥青,0,2025-08-20,11_国泰君安期货_[合集]_R3_晨报_20250820.pdf
LLDPE,0,2025-08-20,11_国泰君安期货_[合集]_R3_晨报_20250820.pdf
PP,0,2025-08-20,11_国泰君安期货_[合集]_R3_晨报_20250820.pdf
烧碱,1,2025-08-20,11_国泰君安期货_[合集]_R3_晨报_20250820.pdf
纸浆,0,2025-08-20,11_国泰君安期货_[合集]_R3_晨报_20250820.pdf
甲醇,0,2025-08-20,11_国泰君安期货_[合集]_R3_晨报_20250820.pdf
尿素,0,2025-08-20,11_国泰君安期货_[合集]_R3_晨报_20250820.pdf
纯碱,-1,2025-08-20,11_国泰君安期货_[合集]_R3_晨报_20250820.pdf
LPG,0,2025-08-20,11_国泰君安期货_[合集]_R3_晨报_20250820.pdf
丙烯,0,2025-08-20,11_国泰君安期货_[合集]_R3_晨报_20250820.pdf
PVC,-1,2025-08-20,11_国泰君安期货_[合集]_R3_晨报_20250820.pdf
燃料油,0,2025-08-20,11_国泰君安期货_[合集]_R3_晨报_20250820.pdf
低硫燃料油,0,2025-08-20,11_国泰君安期货_[合集]_R3_晨报_20250820.pdf
集运指数（欧线）,-1,2025-08-20,11_国泰君安期货_[合集]_R3_晨报_20250820.pdf
短纤,0,2025-08-20,11_国泰君安期货_[合集]_R3_晨报_20250820.pdf
瓶片,0,2025-08-20,11_国泰君安期货_[合集]_R3_晨报_20250820.pdf
双胶纸,0,2025-08-20,11_国泰君安期货_[合集]_R3_晨报_20250820.pdf
纯苯,0,2025-08-20,11_国泰君安期货_[合集]_R3_晨报_20250820.pdf
棕榈油,-1,2025-08-20,11_国泰君安期货_[合集]_R3_晨报_20250820.pdf
豆油,-1,2025-08-20,11_国泰君安期货_[合集]_R3_晨报_20250820.pdf
豆粕,0,2025-08-20,11_国泰君安期货_[合集]_R3_晨报_20250820.pdf
豆一,0,2025-08-20,11_国泰君安期货_[合集]_R3_晨报_20250820.pdf
玉米,0,2025-08-20,11_国泰君安期货_[合集]_R3_晨报_20250820.pdf
白糖,0,2025-08-20,11_国泰君安期货_[合集]_R3_晨报_20250820.pdf
棉花,0,2025-08-20,11_国泰君安期货_[合集]_R3_晨报_20250820.pdf
花生,0,2025-08-20,11_国泰君安期货_[合集]_R3_晨报_20250820.pdf
黄金,1,2025-08-21,11_国泰君安期货_[合集]_R3_晨报_20250821.pdf
白银,-1,2025-08-21,11_国泰君安期货_[合集]_R3_晨报_20250821.pdf
铜,0,2025-08-21,11_国泰君安期货_[合集]_R3_晨报_20250821.pdf
锌,0,2025-08-21,11_国泰君安期货_[合集]_R3_晨报_20250821.pdf
铅,0,2025-08-21,11_国泰君安期货_[合集]_R3_晨报_20250821.pdf
锡,-1,2025-08-21,11_国泰君安期货_[合集]_R3_晨报_20250821.pdf
铝,0,2025-08-21,11_国泰君安期货_[合集]_R3_晨报_20250821.pdf
氧化铝,0,2025-08-21,11_国泰君安期货_[合集]_R3_晨报_20250821.pdf
铝合金,0,2025-08-21,11_国泰君安期货_[合集]_R3_晨报_20250821.pdf
镍,0,2025-08-21,11_国泰君安期货_[合集]_R3_晨报_20250821.pdf
不锈钢,0,2025-08-21,11_国泰君安期货_[合集]_R3_晨报_20250821.pdf
碳酸锂,0,2025-08-21,11_国泰君安期货_[合集]_R3_晨报_20250821.pdf
工业硅,1,2025-08-21,11_国泰君安期货_[合集]_R3_晨报_20250821.pdf
多晶硅,1,2025-08-21,11_国泰君安期货_[合集]_R3_晨报_20250821.pdf
铁矿石,1,2025-08-21,11_国泰君安期货_[合集]_R3_晨报_20250821.pdf
螺纹钢,0,2025-08-21,11_国泰君安期货_[合集]_R3_晨报_20250821.pdf
热轧卷板,0,2025-08-21,11_国泰君安期货_[合集]_R3_晨报_20250821.pdf
硅铁,-1,2025-08-21,11_国泰君安期货_[合集]_R3_晨报_20250821.pdf
锰硅,-1,2025-08-21,11_国泰君安期货_[合集]_R3_晨报_20250821.pdf
焦炭,0,2025-08-21,11_国泰君安期货_[合集]_R3_晨报_20250821.pdf
焦煤,0,2025-08-21,11_国泰君安期货_[合集]_R3_晨报_20250821.pdf
原木,0,2025-08-21,11_国泰君安期货_[合集]_R3_晨报_20250821.pdf
对二甲苯,1,2025-08-21,11_国泰君安期货_[合集]_R3_晨报_20250821.pdf
PTA,1,2025-08-21,11_国泰君安期货_[合集]_R3_晨报_20250821.pdf
MEG,1,2025-08-21,11_国泰君安期货_[合集]_R3_晨报_20250821.pdf
橡胶,1,2025-08-21,11_国泰君安期货_[合集]_R3_晨报_20250821.pdf
合成橡胶,0,2025-08-21,11_国泰君安期货_[合集]_R3_晨报_20250821.pdf
沥青,0,2025-08-21,11_国泰君安期货_[合集]_R3_晨报_20250821.pdf
LLDPE,0,2025-08-21,11_国泰君安期货_[合集]_R3_晨报_20250821.pdf
PP,0,2025-08-21,11_国泰君安期货_[合集]_R3_晨报_20250821.pdf
烧碱,1,2025-08-21,11_国泰君安期货_[合集]_R3_晨报_20250821.pdf
纸浆,0,2025-08-21,11_国泰君安期货_[合集]_R3_晨报_20250821.pdf
甲醇,0,2025-08-21,11_国泰君安期货_[合集]_R3_晨报_20250821.pdf
尿素,0,2025-08-21,11_国泰君安期货_[合集]_R3_晨报_20250821.pdf
苯乙烯,0,2025-08-21,11_国泰君安期货_[合集]_R3_晨报_20250821.pdf
纯碱,-1,2025-08-21,11_国泰君安期货_[合集]_R3_晨报_20250821.pdf
LPG,0,2025-08-21,11_国泰君安期货_[合集]_R3_晨报_20250821.pdf
丙烯,0,2025-08-21,11_国泰君安期货_[合集]_R3_晨报_20250821.pdf
PVC,0,2025-08-21,11_国泰君安期货_[合集]_R3_晨报_20250821.pdf
燃料油,0,2025-08-21,11_国泰君安期货_[合集]_R3_晨报_20250821.pdf
低硫燃料油,0,2025-08-21,11_国泰君安期货_[合集]_R3_晨报_20250821.pdf
集运指数（欧线）,-1,2025-08-21,11_国泰君安期货_[合集]_R3_晨报_20250821.pdf
短纤,0,2025-08-21,11_国泰君安期货_[合集]_R3_晨报_20250821.pdf
瓶片,0,2025-08-21,11_国泰君安期货_[合集]_R3_晨报_20250821.pdf
双胶纸,0,2025-08-21,11_国泰君安期货_[合集]_R3_晨报_20250821.pdf
纯苯,0,2025-08-21,11_国泰君安期货_[合集]_R3_晨报_20250821.pdf
棕榈油,0,2025-08-21,11_国泰君安期货_[合集]_R3_晨报_20250821.pdf
